1.125846,1.676285
3.965604,1.445401
9.369441,1.739306
15.586634,1.417457
18.714764,1.904872
21.970792,0.548181
25.261383,1.857189
28.405508,4.209160
1.779120,10.635190
5.251058,4.718889
12.280521,3.599882
15.724098,4.454485
18.920432,5.691001
22.015022,3.708249
25.224669,5.542316
28.502150,7.437713
1.830291,12.913018
6.849485,7.991559
8.791727,5.209811
15.793660,7.249785
18.890538,9.517520
25.332436,9.138814
28.606464,10.776720
1.175217,15.898551
4.876122,14.550174
17.016000,12.560038
25.483914,12.671340
28.658134,14.181707
1.657476,19.321083
4.035691,17.499676
8.251205,14.067118
20.155986,13.298170
21.005089,17.143986
23.329618,15.314159
26.474338,16.461464
5.221139,20.742691
7.205145,17.553094
12.182249,20.234046
14.716158,23.075764
21.003215,20.865255
24.083482,18.998870
8.545062,20.956994
28.374105,1.225111
1.848068,4.667771
11.209147,23.231378
12.284817,0.744383
10.110313,17.436103
18.073243,15.568074
5.478840,11.391233
17.437912,22.059735
3.787136,8.003061
18.138307,19.218717
15.226302,9.964254
0.504876,7.558299
6.927895,1.731341
