# Greedy Deployment for Map 23
# Disk radius: 2.000000
# Number of disks: 87
# Format: x,y
1.400000,1.400000
2.600000,3.000000
3.800000,4.600000
5.400000,5.800000
7.000000,4.600000
8.200000,3.000000
9.900000,2.000000
11.600000,3.000000
13.500000,2.400000
15.400000,3.000000
16.600000,4.600000
17.800000,6.200000
17.200000,8.100000
18.000000,9.900000
18.000000,11.900000
4.800000,7.700000
3.600000,9.300000
2.400000,10.900000
3.000000,12.800000
4.200000,14.400000
5.400000,16.000000
6.600000,17.600000
7.800000,19.200000
9.400000,20.400000
11.200000,21.200000
18.600000,13.800000
19.600000,15.500000
21.200000,16.700000
22.800000,17.900000
24.400000,16.700000
25.600000,15.100000
26.800000,13.500000
28.000000,11.900000
27.400000,10.000000
26.200000,8.400000
26.800000,6.500000
28.000000,4.900000
27.400000,3.000000
25.700000,2.000000
23.800000,2.600000
21.900000,2.000000
19.900000,2.000000
12.900000,22.200000
21.400000,19.300000
19.600000,20.100000
18.000000,21.300000
2.600000,15.600000
2.000000,17.500000
7.000000,14.800000
6.500000,2.000000
2.000000,8.100000
3.200000,19.100000
5.200000,10.500000
8.900000,15.400000
14.800000,22.800000
15.600000,9.200000
17.000000,2.000000
8.200000,6.200000
6.500000,20.700000
28.000000,15.100000
29.000000,2.000000
25.400000,12.100000
10.700000,18.900000
23.200000,4.500000
1.900000,5.100000
19.700000,5.900000
28.400000,8.400000
25.200000,18.500000
14.900000,5.600000
1.400000,13.900000
18.600000,17.200000
7.900000,13.100000
16.500000,13.200000
22.200000,15.100000
5.000000,0.700000
13.400000,0.500000
24.300000,8.300000
0.200000,18.300000
9.500000,22.300000
0.500000,10.300000
21.900000,21.200000
25.500000,0.100000
29.900000,12.000000
9.400000,0.100000
18.200000,23.200000
11.400000,4.900000
17.400000,0.100000
