REGION 0 - SUCCESSFUL EXTRACTIONS (140 images):
Trial | M  | Uncovered Area | Overlap % | Filename
    9 | 75 |     65.850951 |     5.38% | m_75_trial_9.png
    9 | 76 |     58.768621 |     5.63% | m_76_trial_9.png
    9 | 77 |     52.205489 |     6.06% | m_77_trial_9.png
    9 | 78 |     47.215499 |     6.58% | m_78_trial_9.png
    9 | 79 |     43.022836 |     7.12% | m_79_trial_9.png
    9 | 80 |     36.797300 |     7.38% | m_80_trial_9.png
    9 | 81 |     32.747210 |     7.76% | m_81_trial_9.png
    9 | 82 |     29.335733 |     8.46% | m_82_trial_9.png
    9 | 83 |     25.894274 |     8.76% | m_83_trial_9.png
    9 | 84 |     24.491593 |     9.21% | m_84_trial_9.png
    9 | 85 |     21.211402 |     9.71% | m_85_trial_9.png
    9 | 86 |     18.955515 |    10.16% | m_86_trial_9.png
    9 | 87 |     16.625018 |    10.80% | m_87_trial_9.png
    9 | 88 |     14.451070 |    11.23% | m_88_trial_9.png
    9 | 89 |     11.711026 |    11.36% | m_89_trial_9.png
    9 | 90 |     10.519430 |    11.74% | m_90_trial_9.png
    9 | 91 |      9.635450 |    12.24% | m_91_trial_9.png
    9 | 92 |      7.597583 |    12.88% | m_92_trial_9.png

REGION 3 - SUCCESSFUL EXTRACTIONS (189 images):
Trial | M  | Uncovered Area | Overlap % | Filename
------------------------------------------------------------
    0 | 57 |     61.507694 |     5.20% | m_57_trial_0.png
    0 | 58 |     55.546644 |     6.02% | m_58_trial_0.png
    0 | 59 |     52.843862 |     6.21% | m_59_trial_0.png
    0 | 60 |     50.128024 |     6.18% | m_60_trial_0.png
    0 | 61 |     47.457697 |     6.51% | m_61_trial_0.png
    0 | 62 |     43.254110 |     7.03% | m_62_trial_0.png
    0 | 63 |     38.801543 |     7.44% | m_63_trial_0.png
    0 | 64 |     34.317935 |     7.91% | m_64_trial_0.png
    0 | 65 |     30.814439 |     8.24% | m_65_trial_0.png
    0 | 66 |     27.951988 |     9.02% | m_66_trial_0.png
    0 | 67 |     24.436626 |     9.39% | m_67_trial_0.png
    0 | 68 |     21.226582 |     9.55% | m_68_trial_0.png
    0 | 69 |     19.054517 |     9.96% | m_69_trial_0.png
    0 | 70 |     16.817843 |     9.91% | m_70_trial_0.png
    0 | 71 |     13.666414 |    10.41% | m_71_trial_0.png
    0 | 72 |     11.578424 |    10.91% | m_72_trial_0.png
    0 | 73 |      9.253127 |    11.23% | m_73_trial_0.png
    0 | 74 |      7.307742 |    12.12% | m_74_trial_0.png
    0 | 75 |      5.971560 |    12.45% | m_75_trial_0.png
    1 | 57 |     61.453217 |     5.14% | m_57_trial_1.png
    1 | 58 |     58.668066 |     5.44% | m_58_trial_1.png
    1 | 59 |     52.914477 |     6.31% | m_59_trial_1.png
    1 | 60 |     49.598653 |     6.96% | m_60_trial_1.png
    1 | 61 |     44.701354 |     7.82% | m_61_trial_1.png
    1 | 62 |     41.992635 |     7.73% | m_62_trial_1.png
    1 | 63 |     37.645945 |     8.23% | m_63_trial_1.png
    1 | 64 |     33.378943 |     8.73% | m_64_trial_1.png
    1 | 65 |     29.629051 |     9.23% | m_65_trial_1.png
    1 | 66 |     27.376051 |     9.19% | m_66_trial_1.png
    1 | 67 |     23.802035 |     9.47% | m_67_trial_1.png
    1 | 68 |     21.100717 |     9.41% | m_68_trial_1.png
    1 | 69 |     18.126074 |     9.64% | m_69_trial_1.png
    1 | 70 |     16.153686 |    10.14% | m_70_trial_1.png
    1 | 71 |     13.420055 |    10.38% | m_71_trial_1.png
    1 | 72 |     11.518434 |    11.00% | m_72_trial_1.png
    1 | 73 |     10.198065 |    11.62% | m_73_trial_1.png
    1 | 74 |      8.390148 |    12.15% | m_74_trial_1.png
    1 | 75 |      6.088319 |    12.92% | m_75_trial_1.png
    2 | 57 |     61.431817 |     5.17% | m_57_trial_2.png
    2 | 58 |     55.533436 |     6.06% | m_58_trial_2.png
    2 | 59 |     52.770203 |     6.15% | m_59_trial_2.png
    2 | 60 |     50.288722 |     6.33% | m_60_trial_2.png
    2 | 61 |     45.989687 |     7.13% | m_61_trial_2.png
    2 | 62 |     43.331790 |     7.08% | m_62_trial_2.png
    2 | 63 |     38.894769 |     7.53% | m_63_trial_2.png
    2 | 64 |     34.389160 |     7.95% | m_64_trial_2.png
    2 | 65 |     31.353857 |     8.60% | m_65_trial_2.png
    2 | 66 |     27.623648 |     8.96% | m_66_trial_2.png
    2 | 67 |     24.690237 |     9.65% | m_67_trial_2.png
    2 | 68 |     20.780575 |     8.98% | m_68_trial_2.png
    2 | 69 |     17.292017 |     9.19% | m_69_trial_2.png
    2 | 70 |     15.267760 |     9.62% | m_70_trial_2.png
    2 | 71 |     13.085093 |    10.11% | m_71_trial_2.png
    2 | 72 |     11.690122 |    11.09% | m_72_trial_2.png
    2 | 73 |      9.390440 |    11.71% | m_73_trial_2.png
    2 | 74 |      6.637635 |    12.42% | m_74_trial_2.png
    3 | 57 |     61.462852 |     5.18% | m_57_trial_3.png
    3 | 58 |     55.673615 |     6.23% | m_58_trial_3.png
    3 | 59 |     52.721196 |     6.76% | m_59_trial_3.png
    3 | 60 |     49.899021 |     6.72% | m_60_trial_3.png
    3 | 61 |     47.279702 |     6.81% | m_61_trial_3.png
    3 | 62 |     43.108347 |     7.41% | m_62_trial_3.png
    3 | 63 |     38.130757 |     7.85% | m_63_trial_3.png
    3 | 64 |     34.001262 |     8.30% | m_64_trial_3.png
    3 | 65 |     31.568581 |     8.66% | m_65_trial_3.png
    3 | 66 |     26.612863 |     9.78% | m_66_trial_3.png
    3 | 67 |     24.352280 |     9.72% | m_67_trial_3.png
    3 | 68 |     21.473520 |     9.62% | m_68_trial_3.png
    3 | 69 |     17.919499 |     9.85% | m_69_trial_3.png
    3 | 70 |     16.024461 |    10.36% | m_70_trial_3.png
    3 | 71 |     13.774954 |    10.89% | m_71_trial_3.png
    3 | 72 |     11.700968 |    11.39% | m_72_trial_3.png
    3 | 73 |     10.421461 |    11.88% | m_73_trial_3.png
    3 | 74 |      8.670513 |    12.65% | m_74_trial_3.png
    3 | 75 |      5.945371 |    13.34% | m_75_trial_3.png
    4 | 57 |     61.417771 |     5.15% | m_57_trial_4.png
    4 | 58 |     55.687934 |     5.90% | m_58_trial_4.png
    4 | 59 |     52.861153 |     6.18% | m_59_trial_4.png
    4 | 60 |     50.133536 |     6.33% | m_60_trial_4.png
    4 | 61 |     47.512235 |     6.46% | m_61_trial_4.png
    4 | 62 |     43.265726 |     7.07% | m_62_trial_4.png
    4 | 63 |     37.947495 |     8.35% | m_63_trial_4.png
    4 | 64 |     35.657495 |     8.17% | m_64_trial_4.png
    4 | 65 |     31.045220 |     8.70% | m_65_trial_4.png
    4 | 66 |     27.356599 |     9.01% | m_66_trial_4.png
    4 | 67 |     24.726738 |     9.62% | m_67_trial_4.png
    4 | 68 |     22.617720 |     9.92% | m_68_trial_4.png
    4 | 69 |     19.613827 |    10.18% | m_69_trial_4.png
    4 | 70 |     17.350739 |    10.86% | m_70_trial_4.png
    4 | 71 |     14.015899 |    11.41% | m_71_trial_4.png
    4 | 72 |     12.600593 |    12.05% | m_72_trial_4.png
    4 | 73 |     10.648134 |    12.15% | m_73_trial_4.png
    4 | 74 |      9.158950 |    12.41% | m_74_trial_4.png
    4 | 75 |      7.077872 |    12.96% | m_75_trial_4.png
    5 | 57 |     61.496648 |     5.16% | m_57_trial_5.png
    5 | 58 |     55.605438 |     5.98% | m_58_trial_5.png
    5 | 59 |     52.877162 |     6.29% | m_59_trial_5.png
    5 | 60 |     49.136603 |     7.37% | m_60_trial_5.png
    5 | 61 |     46.241651 |     7.12% | m_61_trial_5.png
    5 | 62 |     43.847946 |     7.13% | m_62_trial_5.png
    5 | 63 |     39.335766 |     7.74% | m_63_trial_5.png
    5 | 64 |     35.074409 |     8.27% | m_64_trial_5.png
    5 | 65 |     32.394315 |     8.10% | m_65_trial_5.png
    5 | 66 |     28.042765 |     8.35% | m_66_trial_5.png
    5 | 67 |     24.022311 |     8.72% | m_67_trial_5.png
    5 | 68 |     20.518265 |     8.99% | m_68_trial_5.png
    5 | 69 |     18.527982 |     9.45% | m_69_trial_5.png
    5 | 70 |     15.778755 |     9.66% | m_70_trial_5.png
    5 | 71 |     13.139159 |    10.11% | m_71_trial_5.png
    5 | 72 |     11.509176 |    10.79% | m_72_trial_5.png
    5 | 73 |      8.978325 |    11.19% | m_73_trial_5.png
    5 | 74 |      7.273088 |    12.02% | m_74_trial_5.png
    5 | 75 |      5.546581 |    12.69% | m_75_trial_5.png
    6 | 57 |     61.438963 |     5.14% | m_57_trial_6.png
    6 | 58 |     58.909062 |     5.54% | m_58_trial_6.png
    6 | 59 |     52.967762 |     6.40% | m_59_trial_6.png
    6 | 60 |     50.160903 |     6.34% | m_60_trial_6.png
    6 | 61 |     44.863245 |     7.81% | m_61_trial_6.png
    6 | 62 |     42.153329 |     7.76% | m_62_trial_6.png
    6 | 63 |     37.278012 |     8.35% | m_63_trial_6.png
    6 | 64 |     34.926083 |     8.35% | m_64_trial_6.png
    6 | 65 |     31.639495 |     9.06% | m_65_trial_6.png
    6 | 66 |     28.723069 |     8.99% | m_66_trial_6.png
    6 | 67 |     24.714154 |     9.06% | m_67_trial_6.png
    6 | 68 |     21.147312 |     9.27% | m_68_trial_6.png
    6 | 69 |     19.221233 |    10.01% | m_69_trial_6.png
    6 | 70 |     16.081630 |     9.97% | m_70_trial_6.png
    6 | 71 |     14.006590 |    10.49% | m_71_trial_6.png
    6 | 72 |     12.425756 |    11.36% | m_72_trial_6.png
    6 | 73 |     10.841422 |    12.38% | m_73_trial_6.png
    6 | 74 |      8.842024 |    12.68% | m_74_trial_6.png
    6 | 75 |      7.022751 |    13.08% | m_75_trial_6.png
    7 | 57 |     61.435389 |     5.16% | m_57_trial_7.png
    7 | 58 |     58.727368 |     5.55% | m_58_trial_7.png
    7 | 59 |     52.897573 |     6.26% | m_59_trial_7.png
    7 | 60 |     50.085790 |     6.32% | m_60_trial_7.png
    7 | 61 |     46.791975 |     7.34% | m_61_trial_7.png
    7 | 62 |     44.081971 |     7.28% | m_62_trial_7.png
    7 | 63 |     39.624269 |     8.18% | m_63_trial_7.png
    7 | 64 |     34.888940 |     8.56% | m_64_trial_7.png
    7 | 65 |     30.620319 |     9.28% | m_65_trial_7.png
    7 | 66 |     27.893560 |     9.13% | m_66_trial_7.png
    7 | 67 |     24.590213 |     9.75% | m_67_trial_7.png
    7 | 68 |     20.758263 |     9.95% | m_68_trial_7.png
    7 | 69 |     17.335878 |    10.47% | m_69_trial_7.png
    7 | 70 |     14.548868 |    10.59% | m_70_trial_7.png
    7 | 71 |     11.863931 |    10.72% | m_71_trial_7.png
    7 | 72 |     10.318627 |    11.30% | m_72_trial_7.png
    7 | 73 |      8.911427 |    11.47% | m_73_trial_7.png
    7 | 74 |      7.598876 |    12.68% | m_74_trial_7.png
    7 | 75 |      6.417344 |    13.16% | m_75_trial_7.png
    8 | 57 |     61.445345 |     5.09% | m_57_trial_8.png
    8 | 58 |     58.704540 |     5.45% | m_58_trial_8.png
    8 | 59 |     51.453091 |     7.24% | m_59_trial_8.png
    8 | 60 |     48.981882 |     7.17% | m_60_trial_8.png
    8 | 61 |     46.097994 |     7.13% | m_61_trial_8.png
    8 | 62 |     43.679314 |     7.11% | m_62_trial_8.png
    8 | 63 |     39.280743 |     7.71% | m_63_trial_8.png
    8 | 64 |     35.207157 |     8.10% | m_64_trial_8.png
    8 | 65 |     31.382684 |     8.68% | m_65_trial_8.png
    8 | 66 |     27.205547 |     9.20% | m_66_trial_8.png
    8 | 67 |     24.617184 |     9.06% | m_67_trial_8.png
    8 | 68 |     21.063438 |     9.33% | m_68_trial_8.png
    8 | 69 |     18.339924 |     9.78% | m_69_trial_8.png
    8 | 70 |     16.263726 |    10.79% | m_70_trial_8.png
    8 | 71 |     14.007122 |    10.92% | m_71_trial_8.png
    8 | 72 |     12.304393 |    11.22% | m_72_trial_8.png
    8 | 73 |      9.962595 |    12.07% | m_73_trial_8.png
    8 | 74 |      8.416986 |    12.94% | m_74_trial_8.png
    8 | 75 |      7.077814 |    13.19% | m_75_trial_8.png
    9 | 57 |     61.417197 |     5.22% | m_57_trial_9.png
    9 | 58 |     55.543559 |     6.02% | m_58_trial_9.png
    9 | 59 |     52.868016 |     6.13% | m_59_trial_9.png
    9 | 60 |     50.252665 |     6.41% | m_60_trial_9.png
    9 | 61 |     46.050032 |     6.97% | m_61_trial_9.png
    9 | 62 |     41.636097 |     7.39% | m_62_trial_9.png
    9 | 63 |     37.054460 |     7.90% | m_63_trial_9.png
    9 | 64 |     34.430485 |     7.87% | m_64_trial_9.png
    9 | 65 |     32.179121 |     8.09% | m_65_trial_9.png
    9 | 66 |     28.671374 |     8.43% | m_66_trial_9.png
    9 | 67 |     25.494651 |     8.66% | m_67_trial_9.png
    9 | 68 |     20.694315 |     8.75% | m_68_trial_9.png
    9 | 69 |     17.197823 |     9.14% | m_69_trial_9.png
    9 | 70 |     15.063123 |     9.56% | m_70_trial_9.png
    9 | 71 |     13.287888 |    10.33% | m_71_trial_9.png
    9 | 72 |     11.737972 |    11.12% | m_72_trial_9.png
    9 | 73 |      9.071576 |    11.49% | m_73_trial_9.png
    9 | 74 |      7.172141 |    11.80% | m_74_trial_9.png
    9 | 75 |      5.548876 |    12.67% | m_75_trial_9.png

REGION 4 - SUCCESSFUL EXTRACTIONS (111 images):
Trial | M  | Uncovered Area | Overlap % | Filename
------------------------------------------------------------
    0 | 33 |     33.075481 |     5.17% | m_33_trial_0.png
    0 | 34 |     27.324601 |     5.89% | m_34_trial_0.png
    0 | 35 |     23.649958 |     7.07% | m_35_trial_0.png
    0 | 36 |     19.170762 |     7.48% | m_36_trial_0.png
    0 | 37 |     15.663788 |     7.83% | m_37_trial_0.png
    0 | 38 |     12.662367 |     9.20% | m_38_trial_0.png
    0 | 39 |      9.911987 |    10.27% | m_39_trial_0.png
    0 | 40 |      8.024589 |    11.18% | m_40_trial_0.png
    0 | 41 |      5.865562 |    11.69% | m_41_trial_0.png
    0 | 42 |      4.456869 |    12.72% | m_42_trial_0.png
    0 | 43 |      3.735910 |    13.21% | m_43_trial_0.png
    1 | 33 |     33.054834 |     5.24% | m_33_trial_1.png
    1 | 34 |     27.322911 |     5.85% | m_34_trial_1.png
    1 | 35 |     23.062153 |     6.76% | m_35_trial_1.png
    1 | 36 |     19.568717 |     7.26% | m_36_trial_1.png
    1 | 37 |     16.540996 |     8.18% | m_37_trial_1.png
    1 | 38 |     12.672699 |     8.56% | m_38_trial_1.png
    1 | 39 |      9.938364 |     9.81% | m_39_trial_1.png
    1 | 40 |      8.446637 |    10.84% | m_40_trial_1.png
    1 | 41 |      6.519043 |    12.08% | m_41_trial_1.png
    1 | 42 |      5.177110 |    13.51% | m_42_trial_1.png
    1 | 43 |      3.540214 |    13.85% | m_43_trial_1.png
    2 | 33 |     33.072511 |     5.17% | m_33_trial_2.png
    2 | 34 |     27.319746 |     5.79% | m_34_trial_2.png
    2 | 35 |     23.640490 |     7.05% | m_35_trial_2.png
    2 | 36 |     19.550232 |     7.31% | m_36_trial_2.png
    2 | 37 |     16.562260 |     8.15% | m_37_trial_2.png
    2 | 38 |     12.668979 |     8.47% | m_38_trial_2.png
    2 | 39 |      9.892748 |    10.16% | m_39_trial_2.png
    2 | 40 |      8.381148 |    10.74% | m_40_trial_2.png
    2 | 41 |      6.437551 |    13.23% | m_41_trial_2.png
    2 | 42 |      5.128997 |    13.66% | m_42_trial_2.png
    2 | 43 |      3.771144 |    14.09% | m_43_trial_2.png
    3 | 33 |     33.090330 |     5.16% | m_33_trial_3.png
    3 | 34 |     27.338271 |     5.90% | m_34_trial_3.png
    3 | 35 |     23.633364 |     7.05% | m_35_trial_3.png
    3 | 36 |     19.201947 |     7.60% | m_36_trial_3.png
    3 | 37 |     15.649499 |     7.74% | m_37_trial_3.png
    3 | 38 |     12.666713 |     9.11% | m_38_trial_3.png
    3 | 39 |      9.928052 |    10.28% | m_39_trial_3.png
    3 | 40 |      7.690546 |    11.81% | m_40_trial_3.png
    3 | 41 |      6.252781 |    12.38% | m_41_trial_3.png
    3 | 42 |      5.127485 |    13.84% | m_42_trial_3.png
    3 | 43 |      3.483417 |    13.98% | m_43_trial_3.png
    4 | 33 |     33.082685 |     5.17% | m_33_trial_4.png
    4 | 34 |     27.331536 |     5.92% | m_34_trial_4.png
    4 | 35 |     23.628496 |     7.12% | m_35_trial_4.png
    4 | 36 |     19.563260 |     7.21% | m_36_trial_4.png
    4 | 37 |     16.470264 |     8.54% | m_37_trial_4.png
    4 | 38 |     12.544762 |     8.82% | m_38_trial_4.png
    4 | 39 |      9.901095 |    10.04% | m_39_trial_4.png
    4 | 40 |      8.334634 |    10.72% | m_40_trial_4.png
    4 | 41 |      7.066481 |    12.23% | m_41_trial_4.png
    4 | 42 |      5.821143 |    12.56% | m_42_trial_4.png
    4 | 43 |      4.289544 |    13.43% | m_43_trial_4.png
    4 | 44 |      2.632623 |    12.93% | m_44_trial_4.png
    5 | 33 |     33.058956 |     5.10% | m_33_trial_5.png
    5 | 34 |     27.324711 |     5.91% | m_34_trial_5.png
    5 | 35 |     23.634493 |     7.19% | m_35_trial_5.png
    5 | 36 |     19.222434 |     7.49% | m_36_trial_5.png
    5 | 37 |     15.659864 |     7.83% | m_37_trial_5.png
    5 | 38 |     12.690209 |     9.21% | m_38_trial_5.png
    5 | 39 |      9.954172 |    10.34% | m_39_trial_5.png
    5 | 40 |      8.336670 |    10.68% | m_40_trial_5.png
    5 | 41 |      6.849144 |    11.43% | m_41_trial_5.png
    5 | 42 |      5.536937 |    12.83% | m_42_trial_5.png
    5 | 43 |      3.981774 |    13.03% | m_43_trial_5.png
    6 | 33 |     33.071574 |     5.13% | m_33_trial_6.png
    6 | 34 |     27.325392 |     5.78% | m_34_trial_6.png
    6 | 35 |     23.628641 |     7.17% | m_35_trial_6.png
    6 | 36 |     19.209730 |     7.53% | m_36_trial_6.png
    6 | 37 |     15.669302 |     7.77% | m_37_trial_6.png
    6 | 38 |     12.715841 |     8.84% | m_38_trial_6.png
    6 | 39 |      9.949679 |    10.00% | m_39_trial_6.png
    6 | 40 |      7.689366 |    11.46% | m_40_trial_6.png
    6 | 41 |      5.587570 |    12.14% | m_41_trial_6.png
    6 | 42 |      4.503481 |    13.20% | m_42_trial_6.png
    6 | 43 |      3.382430 |    13.83% | m_43_trial_6.png
    7 | 33 |     33.067399 |     5.14% | m_33_trial_7.png
    7 | 34 |     27.327400 |     5.88% | m_34_trial_7.png
    7 | 35 |     23.629328 |     7.14% | m_35_trial_7.png
    7 | 36 |     20.065422 |     8.10% | m_36_trial_7.png
    7 | 37 |     15.670431 |     7.89% | m_37_trial_7.png
    7 | 38 |     12.717896 |     8.77% | m_38_trial_7.png
    7 | 39 |      9.939989 |     9.95% | m_39_trial_7.png
    7 | 40 |      7.665461 |    11.41% | m_40_trial_7.png
    7 | 41 |      5.963789 |    12.34% | m_41_trial_7.png
    7 | 42 |      4.275424 |    12.98% | m_42_trial_7.png
    7 | 43 |      3.026670 |    12.71% | m_43_trial_7.png
    8 | 33 |     33.053872 |     5.18% | m_33_trial_8.png
    8 | 34 |     27.337977 |     5.93% | m_34_trial_8.png
    8 | 35 |     23.643795 |     7.05% | m_35_trial_8.png
    8 | 36 |     19.178313 |     7.45% | m_36_trial_8.png
    8 | 37 |     15.662374 |     7.74% | m_37_trial_8.png
    8 | 38 |     12.686104 |     8.77% | m_38_trial_8.png
    8 | 39 |      9.951807 |     9.95% | m_39_trial_8.png
    8 | 40 |      8.351293 |    10.40% | m_40_trial_8.png
    8 | 41 |      6.715550 |    11.95% | m_41_trial_8.png
    8 | 42 |      5.226409 |    12.56% | m_42_trial_8.png
    8 | 43 |      3.232209 |    14.83% | m_43_trial_8.png
    9 | 33 |     33.045458 |     5.18% | m_33_trial_9.png
    9 | 34 |     27.318508 |     5.86% | m_34_trial_9.png
    9 | 35 |     23.644769 |     7.06% | m_35_trial_9.png
    9 | 36 |     19.205879 |     7.61% | m_36_trial_9.png
    9 | 37 |     15.662714 |     7.81% | m_37_trial_9.png
    9 | 38 |     12.691803 |     9.23% | m_38_trial_9.png
    9 | 39 |      9.971095 |    10.43% | m_39_trial_9.png
    9 | 40 |      7.692459 |    11.75% | m_40_trial_9.png
    9 | 41 |      6.262214 |    12.44% | m_41_trial_9.png
    9 | 42 |      5.178850 |    13.47% | m_42_trial_9.png
    9 | 43 |      3.850668 |    14.65% | m_43_trial_9.png

REGION 5 - SUCCESSFUL EXTRACTIONS (146 images):
Trial | M  | Uncovered Area | Overlap % | Filename
------------------------------------------------------------
    0 | 48 |     57.912837 |     4.51% | m_48_trial_0.png
    0 | 49 |     52.083822 |     4.94% | m_49_trial_0.png
    0 | 50 |     44.784821 |     5.36% | m_50_trial_0.png
    0 | 51 |     37.569958 |     5.46% | m_51_trial_0.png
    0 | 52 |     33.529059 |     6.50% | m_52_trial_0.png
    0 | 53 |     29.185571 |     7.26% | m_53_trial_0.png
    0 | 54 |     25.778133 |     8.27% | m_54_trial_0.png
    0 | 55 |     22.317345 |     8.86% | m_55_trial_0.png
    0 | 56 |     18.108445 |     9.28% | m_56_trial_0.png
    0 | 57 |     16.142846 |    10.23% | m_57_trial_0.png
    0 | 58 |     12.485680 |    10.89% | m_58_trial_0.png
    0 | 59 |     10.062479 |    11.46% | m_59_trial_0.png
    0 | 60 |      8.198085 |    12.25% | m_60_trial_0.png
    0 | 61 |      6.395938 |    13.05% | m_61_trial_0.png
    0 | 62 |      5.160337 |    13.65% | m_62_trial_0.png
    1 | 48 |     57.911035 |     4.41% | m_48_trial_1.png
    1 | 49 |     52.185215 |     4.94% | m_49_trial_1.png
    1 | 50 |     44.749573 |     5.20% | m_50_trial_1.png
    1 | 51 |     37.539239 |     5.57% | m_51_trial_1.png
    1 | 52 |     33.165337 |     6.26% | m_52_trial_1.png
    1 | 53 |     29.696589 |     7.17% | m_53_trial_1.png
    1 | 54 |     25.846827 |     8.19% | m_54_trial_1.png
    1 | 55 |     22.893733 |     8.98% | m_55_trial_1.png
    1 | 56 |     18.442357 |     9.26% | m_56_trial_1.png
    1 | 57 |     16.419731 |    10.42% | m_57_trial_1.png
    1 | 58 |     13.176611 |    10.99% | m_58_trial_1.png
    1 | 59 |     10.646547 |    11.74% | m_59_trial_1.png
    1 | 60 |      7.553148 |    12.05% | m_60_trial_1.png
    1 | 61 |      5.916249 |    12.95% | m_61_trial_1.png
    2 | 48 |     58.010036 |     4.51% | m_48_trial_2.png
    2 | 49 |     52.239431 |     4.94% | m_49_trial_2.png
    2 | 50 |     45.061773 |     5.14% | m_50_trial_2.png
    2 | 51 |     37.518209 |     5.37% | m_51_trial_2.png
    2 | 52 |     33.467741 |     6.37% | m_52_trial_2.png
    2 | 53 |     29.221090 |     7.17% | m_53_trial_2.png
    2 | 54 |     24.489100 |     7.68% | m_54_trial_2.png
    2 | 55 |     21.089666 |     8.56% | m_55_trial_2.png
    2 | 56 |     18.359881 |     9.33% | m_56_trial_2.png
    2 | 57 |     15.084670 |     9.93% | m_57_trial_2.png
    2 | 58 |     12.682265 |    10.82% | m_58_trial_2.png
    2 | 59 |     10.073191 |    11.48% | m_59_trial_2.png
    2 | 60 |      8.426805 |    12.48% | m_60_trial_2.png
    2 | 61 |      6.692016 |    13.52% | m_61_trial_2.png
    2 | 62 |      4.815013 |    13.70% | m_62_trial_2.png
    3 | 48 |     58.069940 |     4.43% | m_48_trial_3.png
    3 | 49 |     52.203122 |     4.94% | m_49_trial_3.png
    3 | 50 |     44.766331 |     5.40% | m_50_trial_3.png
    3 | 51 |     37.535207 |     5.54% | m_51_trial_3.png
    3 | 52 |     33.140288 |     6.24% | m_52_trial_3.png
    3 | 53 |     29.791058 |     7.10% | m_53_trial_3.png
    3 | 54 |     26.968344 |     7.87% | m_54_trial_3.png
    3 | 55 |     21.860763 |     8.38% | m_55_trial_3.png
    3 | 56 |     18.314578 |     9.32% | m_56_trial_3.png
    3 | 57 |     15.072843 |     9.92% | m_57_trial_3.png
    3 | 58 |     12.649359 |    10.78% | m_58_trial_3.png
    3 | 59 |     10.076840 |    11.46% | m_59_trial_3.png
    3 | 60 |      8.424112 |    12.53% | m_60_trial_3.png
    3 | 61 |      6.872682 |    13.10% | m_61_trial_3.png
    3 | 62 |      5.612580 |    14.00% | m_62_trial_3.png
    4 | 48 |     58.444355 |     4.62% | m_48_trial_4.png
    4 | 49 |     50.520855 |     4.86% | m_49_trial_4.png
    4 | 50 |     44.846188 |     5.20% | m_50_trial_4.png
    4 | 51 |     38.525327 |     5.79% | m_51_trial_4.png
    4 | 52 |     34.485412 |     6.71% | m_52_trial_4.png
    4 | 53 |     28.859827 |     7.06% | m_53_trial_4.png
    4 | 54 |     25.227896 |     8.06% | m_54_trial_4.png
    4 | 55 |     22.465569 |     8.76% | m_55_trial_4.png
    4 | 56 |     19.166824 |     9.40% | m_56_trial_4.png
    4 | 57 |     16.040975 |     9.62% | m_57_trial_4.png
    4 | 58 |     13.142023 |    10.48% | m_58_trial_4.png
    4 | 59 |     10.939445 |    11.29% | m_59_trial_4.png
    4 | 60 |      9.483804 |    12.42% | m_60_trial_4.png
    4 | 61 |      6.420065 |    12.74% | m_61_trial_4.png
    4 | 62 |      4.798755 |    13.40% | m_62_trial_4.png
    5 | 48 |     59.484229 |     4.53% | m_48_trial_5.png
    5 | 49 |     50.510148 |     4.92% | m_49_trial_5.png
    5 | 50 |     44.950207 |     5.32% | m_50_trial_5.png
    5 | 51 |     38.554726 |     5.73% | m_51_trial_5.png
    5 | 52 |     32.822127 |     6.21% | m_52_trial_5.png
    5 | 53 |     29.151427 |     7.13% | m_53_trial_5.png
    5 | 54 |     25.359768 |     7.99% | m_54_trial_5.png
    5 | 55 |     22.324276 |     8.59% | m_55_trial_5.png
    5 | 56 |     18.536117 |     9.10% | m_56_trial_5.png
    5 | 57 |     14.915554 |     9.30% | m_57_trial_5.png
    5 | 58 |     11.293833 |    10.15% | m_58_trial_5.png
    5 | 59 |      8.952678 |    11.04% | m_59_trial_5.png
    5 | 60 |      7.335621 |    12.04% | m_60_trial_5.png
    5 | 61 |      6.108837 |    12.87% | m_61_trial_5.png
    5 | 62 |      4.830184 |    13.68% | m_62_trial_5.png
    6 | 48 |     57.886835 |     4.53% | m_48_trial_6.png
    6 | 49 |     52.263865 |     4.98% | m_49_trial_6.png
    6 | 50 |     48.834978 |     5.42% | m_50_trial_6.png
    6 | 51 |     41.632014 |     5.95% | m_51_trial_6.png
    6 | 52 |     34.450536 |     6.18% | m_52_trial_6.png
    6 | 53 |     30.145850 |     6.92% | m_53_trial_6.png
    6 | 54 |     26.874823 |     8.17% | m_54_trial_6.png
    6 | 55 |     23.032554 |     8.96% | m_55_trial_6.png
    6 | 56 |     19.540678 |     9.57% | m_56_trial_6.png
    6 | 57 |     16.599574 |    10.27% | m_57_trial_6.png
    6 | 58 |     14.246584 |    10.74% | m_58_trial_6.png
    6 | 59 |     11.438035 |    11.98% | m_59_trial_6.png
    6 | 60 |      8.580970 |    12.26% | m_60_trial_6.png
    6 | 61 |      5.947679 |    12.65% | m_61_trial_6.png
    7 | 48 |     57.844136 |     4.51% | m_48_trial_7.png
    7 | 49 |     52.213979 |     4.93% | m_49_trial_7.png
    7 | 50 |     45.079335 |     5.20% | m_50_trial_7.png
    7 | 51 |     37.507573 |     5.39% | m_51_trial_7.png
    7 | 52 |     33.472942 |     6.38% | m_52_trial_7.png
    7 | 53 |     29.165771 |     7.22% | m_53_trial_7.png
    7 | 54 |     25.826157 |     8.04% | m_54_trial_7.png
    7 | 55 |     22.999739 |     8.77% | m_55_trial_7.png
