14.00, 14.00
13.00, 40.00
13.00, 66.00
13.00, 92.00
13.00, 118.00
13.00, 144.00
13.00, 170.00
13.00, 196.00
13.00, 222.00
13.00, 248.00
13.00, 274.00
35.00, 30.00
35.00, 55.00
35.00, 81.00
35.00, 107.00
35.00, 133.00
35.00, 159.00
35.00, 185.00
35.00, 211.00
35.00, 237.00
35.00, 263.00
35.00, 289.00
58.00, 15.00
58.00, 66.00
58.00, 92.00
58.00, 118.00
58.00, 144.00
58.00, 170.00
58.00, 196.00
58.00, 222.00
58.00, 248.00
58.00, 274.00
80.00, 30.00
80.00, 55.00
80.00, 81.00
80.00, 107.00
80.00, 133.00
80.00, 159.00
80.00, 185.00
80.00, 211.00
80.00, 237.00
80.00, 263.00
103.00, 15.00
103.00, 40.00
103.00, 66.00
103.00, 92.00
103.00, 118.00
103.00, 144.00
103.00, 170.00
103.00, 196.00
103.00, 222.00
103.00, 248.00
103.00, 274.00
125.00, 30.00
125.00, 55.00
125.00, 81.00
125.00, 107.00
125.00, 133.00
125.00, 159.00
125.00, 185.00
125.00, 211.00
125.00, 237.00
148.00, 15.00
148.00, 40.00
148.00, 66.00
148.00, 92.00
148.00, 118.00
148.00, 144.00
148.00, 170.00
148.00, 196.00
148.00, 222.00
148.00, 248.00
148.00, 274.00
170.00, 30.00
170.00, 55.00
170.00, 81.00
170.00, 107.00
170.00, 133.00
170.00, 159.00
170.00, 185.00
170.00, 211.00
170.00, 237.00
170.00, 263.00
170.00, 289.00
193.00, 15.00
193.00, 40.00
193.00, 66.00
193.00, 92.00
193.00, 118.00
193.00, 144.00
193.00, 170.00
193.00, 196.00
193.00, 222.00
193.00, 248.00
193.00, 274.00
215.00, 30.00
215.00, 55.00
215.00, 81.00
215.00, 107.00
215.00, 133.00
215.00, 159.00
215.00, 185.00
215.00, 211.00
215.00, 237.00
215.00, 263.00
238.00, 15.00
238.00, 40.00
238.00, 66.00
238.00, 92.00
238.00, 118.00
238.00, 144.00
238.00, 170.00
238.00, 196.00
238.00, 222.00
238.00, 248.00
238.00, 274.00
260.00, 30.00
260.00, 55.00
260.00, 81.00
260.00, 107.00
260.00, 133.00
260.00, 159.00
260.00, 185.00
260.00, 211.00
260.00, 237.00
260.00, 263.00
260.00, 289.00
283.00, 15.00
283.00, 40.00
283.00, 66.00
283.00, 92.00
283.00, 118.00
283.00, 144.00
283.00, 170.00
283.00, 196.00
283.00, 222.00
283.00, 248.00
283.00, 274.00
